animalid,birthdate,animaltype,color,weight,location
766a895e8fc9ee,10/28/2013,Dog,Red/White,16.0,San Antonio
3a746c8d476ff3,04/27/2018,Cat,Black/White,4.0,Austin
e87dd95dc25a9b,04/07/2014,Dog,White/Tricolor,9.0,Fort Worth
df19506168ad7e,12/07/2014,Cat,Blue Tabby,3.0,San Antonio
63ae17572262ce,04/03/2012,Dog,Black/Tricolor,27.0,San Antonio
4739b7e6f05e69,08/18/2013,Dog,Tan/White,35.0,Austin
d8dbe9ed5a8cb3,09/07/2016,Dog,Tan,35.0,San Antonio
92b740e3af680b,06/21/2015,Cat,Tortie,9.0,San Antonio
b43b7837c13cd3,12/29/2019,Dog,Red/White,26.0,Austin
83e67e5fb7ff96,02/12/2014,Dog,Black/Tan,46.0,San Antonio
baed0ef2c82d92,02/27/2014,Dog,Tan,13.0,Austin
f8157ede176909,07/18/2010,Dog,White/Brown,31.0,Houston
53b8d74147f6db,09/14/2016,Dog,Cream,48.0,Fort Worth
15848fe8d2c665,10/08/2009,Dog,Tan,7.0,San Antonio
e722898d83add8,04/01/2020,Dog,Black,25.0,Dallas
08c6a14baae1f9,10/26/2015,Dog,Tan,28.0,Houston
2b8389905d4cda,04/03/2015,Cat,Black/White,2.0,Fort Worth
49965f30ea1686,10/25/2013,Dog,White/Brown Brindle,9.0,Houston
1677f4774372d0,09/24/2020,Cat,Black Smoke,4.0,Fort Worth
302c31e17796f2,03/24/2016,Dog,Black/White,35.0,Fort Worth
cfe51fee10142b,09/02/2016,Dog,Black/White,3.0,Houston
4f62b6b7ab75dd,09/07/2015,Cat,Blue Tabby,9.0,Austin
14bc378d97fb96,05/06/2016,Dog,Tan/White,26.0,San Antonio
bb613aff5f428f,08/14/2011,Dog,Tan,6.0,Dallas
b6792fbaf8dc4e,02/25/2020,Dog,White/Tan,23.0,Houston
f931070aecf209,07/18/2015,Cat,Calico,6.0,Fort Worth
710d1352c9503e,02/09/2019,Dog,Brown Brindle/White,15.0,Austin
5cf9694a1b4e99,01/17/2019,Dog,Black/White,10.0,San Antonio
16dbe8242fc8ec,12/14/2012,Dog,Brown Brindle/White,47.0,Austin
afdd1e3cbf5ece,02/16/2018,Dog,Black/White,25.0,Austin
c40bc14e0c9e75,12/28/2010,Dog,White/Black,9.0,San Antonio
b87bc713a9eba8,02/23/2015,Dog,Black/Brown,37.0,San Antonio
feb9f89771d372,07/02/2014,Dog,White/Blue,42.0,Austin
f3713aad5c13e3,09/21/2016,Dog,Brown/Black,40.0,Houston
ea89ab58bfd2a1,12/18/2009,Dog,Black/Brown,33.0,Fort Worth
b71d507f603386,09/28/2014,Cat,Black,2.0,Fort Worth
1f8ad2aefcd081,02/22/2012,Dog,Brown Brindle/White,24.0,Houston
8ecd946b89249a,01/03/2020,Dog,Fawn/White,23.0,Austin
11c4a7b7c17e3e,05/14/2015,Cat,Brown Tabby,7.0,San Antonio
7ec09f2a93f452,09/07/2015,Dog,Blue/White,26.0,San Antonio
a244dddcf19b32,09/07/2013,Dog,Tricolor,26.0,Austin
8fb1b55d9e7311,12/29/2013,Dog,Brown Brindle,36.0,Austin
3369b976c278c1,01/29/2017,Dog,Yellow/White,45.0,San Antonio
408be88a3517e7,03/04/2013,Dog,Black/Tan,46.0,Houston
e3a51a4d8cc702,02/17/2015,Cat,Cream Tabby,8.0,Houston
8ccbae3c68d779,11/01/2016,Cat,Blue,7.0,Austin
70b35cfad1ebd9,10/28/2013,Cat,Black/White,6.0,Fort Worth
70edc08314271f,07/11/2018,Dog,Black/Tricolor,15.0,Houston
03a6891aefb119,05/26/2010,Dog,Chocolate/Tan,11.0,Houston
3938bc2b1b8891,10/29/2014,Cat,Tortie,2.0,Fort Worth
c57043e17ff90a,05/28/2014,Cat,Orange Tabby/White,6.0,San Antonio
84818bf9651f3b,07/15/2018,Cat,Black,6.0,Austin
be19cff7ff9dfc,04/10/2018,Dog,Brown Brindle/Black,19.0,Austin
4111200da64efc,06/06/2020,Cat,Black,3.0,Houston
96de104cc5dfcf,11/08/2010,Dog,Tan/White,17.0,San Antonio
f058dd592b3fc5,08/20/2014,Dog,Chocolate/Tan,12.0,Austin
99254ad79723e1,09/30/2018,Dog,Tan/White,5.0,Austin
6b15735fc70be6,09/02/2015,Cat,Orange,4.0,Austin
d0c00b6a37352c,02/20/2014,Cat,Cream Tabby/White,6.0,Dallas
a3dc5fe0f61de9,10/16/2015,Dog,Black,25.0,Houston
4935994bc61f63,10/14/2015,Dog,White/Black,28.0,San Antonio
fddb46dc53663b,02/15/2014,Dog,Black/White,4.0,San Antonio
e7df6542b330e8,10/25/2013,Dog,Tan/White,25.0,San Antonio
568892d79061ff,04/27/2018,Dog,Black/White,18.0,San Antonio
5c1b35f33deda5,10/22/2010,Dog,White/Brown,6.0,Fort Worth
94b3a6017d8959,01/31/2017,Cat,Brown Tabby,2.0,Houston
8e1a8dd7486454,07/17/2016,Dog,White/Brown,12.0,Fort Worth
41e66a8f7ca8b2,11/02/2016,Dog,Black/White,44.0,Houston
1d47f83bc10cd7,08/19/2014,Dog,Brown/Black,5.0,Houston
122819d11cb9e1,09/02/2004,Dog,White/Red Merle,23.0,Houston
45b3045f6228ea,02/06/2018,Cat,Black,7.0,San Antonio
c178e0ddbdbe49,10/01/2006,Cat,Calico,2.0,Austin
7c8fd56aea576c,10/04/2017,Dog,Tan/Black,37.0,Austin
053c0a74cde154,10/21/2011,Dog,Gray,10.0,Dallas
4b09f6cbaba256,07/28/2016,Cat,Torbie,9.0,Houston
1a29da4d7156ac,08/06/2013,Cat,Calico,2.0,Austin
51dd50dcf413ae,04/29/2019,Cat,Black/White,4.0,Austin
a18208643b5e5d,01/05/2018,Dog,Gold/White,17.0,Austin
2e066408400d2f,04/10/2016,Dog,Tan/White,26.0,Dallas
962ac86ac1b12d,04/01/2015,Cat,Black,2.0,Austin
cc8bffc0c3b1de,05/09/2013,Cat,Orange Tabby,6.0,Fort Worth
5b813a9212c774,10/20/2015,Cat,Brown Tabby/White,5.0,San Antonio
a99f765c430ce4,11/30/2010,Dog,Brown Brindle/White,27.0,Dallas
75b6b119fd3953,02/10/2014,Dog,Brown,48.0,San Antonio
79e623989b34b5,04/18/2017,Dog,White/Cream,45.0,Austin
89ae0d9dac5422,04/20/2017,Dog,Black/Tan,19.0,Austin
17016db4742c3e,06/03/2015,Cat,Torbie,3.0,San Antonio
47cf32bb9bb8df,02/23/2013,Cat,Blue,7.0,Austin
b9622820cb659d,03/19/2019,Cat,Brown Tabby,2.0,Dallas
15c5f937490d2a,09/24/2017,Dog,Red/White,6.0,Austin
656db3e3458cea,03/21/2019,Cat,Black,9.0,Houston
efb9a8005140f9,08/31/2015,Dog,Tan/White,25.0,Fort Worth
1fd457e1fb2142,04/04/2018,Cat,Black,4.0,Austin
e183161f9bbf8b,01/23/2017,Dog,White/Black,22.0,Fort Worth
d0bd7415fecdb2,08/13/2010,Cat,Black,4.0,Fort Worth
de62bc6114c688,10/17/2014,Dog,Tan/White,41.0,San Antonio
ef4964d2595ea4,03/22/2018,Cat,Orange Tabby/White,2.0,Dallas
6068c5fae571f8,12/19/2016,Cat,Calico,2.0,Houston
69adb6a6964325,05/29/2008,Dog,Brown/Black,24.0,San Antonio
880cec11106ca2,04/10/2017,Cat,Calico,2.0,Austin
b07a67f32d7ce6,05/09/2013,Dog,Tricolor,47.0,San Antonio
de77cea1a1a8cc,12/22/2017,Dog,Black/White,31.0,Fort Worth
8a0b78ef25fba4,10/19/2016,Dog,Brown/White,29.0,Austin
75e3dc545638a0,04/12/2015,Dog,Red/White,44.0,Fort Worth
ea1eb9c710b605,05/28/2020,Cat,Brown Tabby,9.0,Austin
9e87388fdff484,05/25/2017,Dog,Black/White,12.0,Dallas
e3f36fc0295e4a,05/08/2014,Cat,Black,7.0,Dallas
d7ba36d7b70aee,11/13/2016,Dog,Brown/White,3.0,San Antonio
cf782b24828db1,09/28/2019,Dog,White/Black,25.0,San Antonio
ff9644e3001799,10/13/2018,Dog,Brown/Black,19.0,Austin
fdc220246970a9,11/14/2019,Dog,Tan,27.0,San Antonio
c0c30a3440d0ae,04/27/2020,Dog,Tricolor,26.0,Dallas
6d9359e4ba26a9,06/25/2018,Dog,Brown/Black,41.0,Dallas
15334a277b2232,08/10/2017,Cat,Brown Tabby,10.0,San Antonio
487459283c0114,04/04/2010,Dog,Cream,9.0,Fort Worth
116a5ff66dac09,04/11/2018,Dog,Black/White,17.0,Fort Worth
97b4f22ec375ec,02/23/2019,Dog,Black/White,33.0,Austin
88c359d8ce6856,07/31/2016,Cat,White/Brown Tabby,9.0,Fort Worth
f4d606c8ce54a3,04/26/2017,Cat,Brown Tabby,2.0,Austin
348347a3fcb7ee,07/10/2019,Cat,Brown Tabby,6.0,Fort Worth
1e7d3db2e8a656,01/25/2015,Dog,Tan,30.0,Austin
594d94717f3e48,04/10/2017,Dog,Brown,19.0,San Antonio
d67e5800c4c68b,07/29/2020,Cat,Torbie,4.0,Fort Worth
fa07cd44ab553b,11/30/2010,Dog,Brown Brindle/White,37.0,Austin
4ee7aceec469bc,09/23/2010,Dog,Tricolor,20.0,Fort Worth
4b27b16627f9ce,06/11/2015,Cat,Black/White,10.0,San Antonio
095ca38f87a28f,09/29/2014,Dog,Yellow,15.0,Houston
6e0d1fef37a10c,10/11/2014,Dog,Black/Brown,48.0,San Antonio
d7e23d1f5cdcc4,10/14/2013,Cat,Blue,3.0,San Antonio
83979a7a871eb7,11/18/2015,Dog,Yellow,36.0,Fort Worth
f20572168c25a3,10/06/2010,Dog,Black,7.0,Fort Worth
a3da1c6441655a,01/19/2015,Dog,White/Tan,7.0,Austin
ff68c422d341a7,02/16/2016,Cat,Orange Tabby,2.0,Fort Worth
ca67e04df46148,09/30/2014,Dog,Brown/White,36.0,Austin
a6ec93ca25fd2a,04/24/2014,Cat,Flame Point,4.0,San Antonio
ee9dcff8e520f1,02/28/2018,Dog,Black/Tan,23.0,Austin
2d6774be3a63c0,04/11/2012,Dog,Yellow,46.0,Austin
610243437b3789,06/22/2016,Cat,Brown Tabby,9.0,Houston
a33b5dc2192d9f,08/17/2013,Dog,Black/Tan,49.0,San Antonio
5c33c688c3cd15,06/10/2014,Dog,Brown,10.0,Austin
834323cac1fb4a,09/13/2018,Dog,Tan/White,36.0,Dallas
db631b68cb4ecb,11/17/2006,Dog,Tan/White,32.0,Houston
565a09e4060bf3,04/13/2017,Cat,Blue,6.0,Houston
d88868f31aaadd,04/06/2015,Cat,Black,7.0,San Antonio
92520208c8ab18,04/03/2012,Dog,Black,44.0,San Antonio
b421bf88510f55,03/30/2014,Dog,Black/White,48.0,San Antonio
ac41d9f51bc1e4,04/30/2018,Cat,Black,6.0,San Antonio
3bf669ce5e32bd,04/28/2015,Cat,Blue Tabby,4.0,Austin
977d189a6b8395,07/08/2016,Cat,Tortie,7.0,Fort Worth
3828dbbaec17c2,07/16/2012,Dog,Brown Brindle,31.0,Fort Worth
4c137a1d4a4220,05/20/2014,Cat,Lynx Point,5.0,Austin
1a4ea48b1628de,03/09/2013,Dog,White/Tan,4.0,Houston
937465a7922828,04/19/2013,Dog,Brown Brindle/White,7.0,Fort Worth
633eddf3473832,03/21/2017,Dog,Black/White,35.0,Austin
821961ce777edc,08/13/2013,Cat,Black/White,9.0,Fort Worth
0027bbd1caf1e9,03/11/2014,Dog,Chocolate,31.0,Austin
bf8d8e4c965022,06/10/2018,Dog,Black/Tan,22.0,Austin
d66337e410c895,04/05/2010,Dog,Red,42.0,Fort Worth
999e3dd402ccf3,09/10/2008,Dog,Black/Tan,19.0,Austin
78b37fd84ce35d,01/11/2014,Cat,Black,6.0,Dallas
0174aab41c6167,01/05/2017,Dog,White/Black,26.0,Houston
97582030361602,09/19/2013,Cat,Lynx Point,10.0,Austin
79094f4b47739b,08/10/2013,Dog,Blue,19.0,Fort Worth
d23e7a8c7c7913,02/19/2011,Cat,Blue Tabby,7.0,San Antonio
7b9a771c2b4a1b,06/19/2011,Dog,Brown Brindle,35.0,Austin
9cbca3eaf75380,09/20/2017,Dog,Black Brindle/White,4.0,Dallas
53c5a6eda67a66,06/04/2014,Cat,Black,8.0,San Antonio
eaf6fd1669f2ba,04/08/2015,Cat,Black,2.0,Fort Worth
8c90e6a5e20faa,06/25/2015,Dog,Blue/White,18.0,Austin
e56b795c352bb2,04/27/2015,Cat,Black,10.0,Fort Worth
805d3f77616e06,04/07/2020,Cat,Tortie,3.0,Houston
66c405dba1a44f,06/25/2010,Dog,White,26.0,Dallas
c3eb504a4e9d6d,08/10/2008,Dog,Brown Brindle/White,45.0,Austin
a29dde08938b86,07/08/2012,Dog,Blue/White,47.0,San Antonio
c74f0ad6075579,05/05/2013,Dog,Brown/Tan,45.0,Austin
2aa0899986554d,03/14/2018,Cat,Blue/White,2.0,Austin
a35835e1401859,09/15/2018,Dog,Brown Brindle/White,14.0,Dallas
f70e097b01ee73,05/11/2017,Dog,Cream/White,43.0,Austin
cce6befd6ed40d,03/05/2005,Dog,Brown Brindle/White,34.0,Fort Worth
494ecdb01d84e4,07/06/2015,Dog,Brown/White,14.0,Austin
ed2e24b719d62d,11/08/2013,Dog,White/Black,31.0,Austin
7084b4b2c30d2a,03/08/2018,Cat,Gray/White,10.0,Fort Worth
30aea66ec9f893,04/25/2020,Dog,Tricolor,15.0,Dallas
872274a0de67ad,07/21/2012,Cat,Brown Tabby,8.0,Houston
eabb1655ce9be2,08/24/2013,Dog,Blue/White,15.0,Houston
e594ce16fd12c0,06/16/2012,Dog,Brown Brindle/White,17.0,Houston
c83738a1a03e73,11/21/2005,Dog,Black,11.0,Dallas
179c2f373b4549,04/16/2016,Cat,Orange Tabby,3.0,Dallas
abeca6d477ef47,09/10/2005,Dog,Tan/White,47.0,Fort Worth
d3c29b4569fa66,01/18/2019,Dog,Black,39.0,San Antonio
61b36431a1efd2,01/06/2017,Dog,Tricolor,29.0,Fort Worth
81dc7498bae18b,09/12/2013,Dog,Tricolor,15.0,Austin
6136d04867c329,07/24/2014,Cat,Calico,4.0,Houston
589a208fa2a6d1,03/17/2018,Dog,Brown/White,47.0,Austin
c0670e2d056ecb,01/01/2011,Dog,Black/White,14.0,San Antonio
a9bfa76868f3fb,04/03/2015,Cat,Brown Tabby/White,4.0,Houston
b0516842cc2c7f,10/20/2016,Dog,Blue/White,15.0,Austin
ce30259ad459e5,02/19/2016,Dog,Black/Tan,4.0,Houston
4849aad48ab621,04/09/2012,Cat,Orange Tabby,2.0,San Antonio
35b1c5777653fd,06/30/2017,Dog,Brown,44.0,Austin
fc402424e91110,08/30/2014,Cat,Black,6.0,Houston
41cc7ffe40e419,11/18/2016,Dog,Black/White,17.0,Austin
f12eda70bd6029,10/27/2013,Dog,Fawn/White,44.0,San Antonio
e030cd9e5060cc,07/03/2012,Dog,White/Tan,28.0,Austin
72b22cc566dee8,04/28/2019,Dog,White/Blue,27.0,San Antonio
ea7a3d96e5c07b,08/18/2018,Dog,Fawn/White,30.0,Fort Worth
9ce1b5092c2b71,08/12/2015,Dog,Tan/White,22.0,Austin
c3a1116dc0100b,05/27/2004,Dog,Cream,38.0,San Antonio
2a30ffc3f29ec2,07/07/2018,Dog,Black/White,4.0,Fort Worth
9badca1b4e6668,02/18/2018,Dog,Tricolor,37.0,Austin
c51371461e6441,05/19/2012,Dog,Blue Merle,40.0,Fort Worth
b43ad91139925f,05/23/2015,Dog,Black/White,5.0,Houston
c82fdfbe14b420,08/25/2012,Dog,Black,27.0,San Antonio
2700d362a40e86,09/18/2013,Cat,Black/White,8.0,Houston
14702df621319a,05/27/2014,Cat,Blue/White,10.0,Dallas
d6f97f316febaf,05/05/2011,Cat,Black/White,3.0,Austin
b67a78c4108307,06/18/2017,Dog,White/Tricolor,34.0,Austin
ff9f47d9de8ee1,01/11/2014,Dog,Brown,33.0,Fort Worth
390ef953a30c3d,04/17/2018,Cat,Black Smoke,5.0,Houston
ffb06f235e032c,07/02/2014,Cat,Brown Tabby,5.0,Dallas
c9ae0d3b2c6594,04/05/2018,Cat,Brown Tabby/Black,5.0,Houston
37948a6f3c84a9,06/10/2014,Cat,Torbie,5.0,Austin
9b1050ed667a04,11/18/2012,Dog,Buff/White,25.0,San Antonio
867bee2f184124,05/23/2017,Cat,Calico,4.0,Dallas
0208dc7865b428,07/16/2012,Dog,Red,5.0,San Antonio
3e57cd0e8ed29f,12/23/2011,Dog,Tan,46.0,Austin
a398c14514487f,08/31/1999,Cat,Orange Tabby,10.0,San Antonio
526bc92a9c9aed,03/18/2017,Dog,White/Tan,32.0,Austin
885107c7d86bac,05/14/2016,Cat,Brown Tabby,2.0,San Antonio
3a3bde17b3fcf1,08/04/2014,Dog,Brown,18.0,Austin
34740732293b4a,02/15/2014,Dog,Sable,24.0,San Antonio
50ae8eaad05059,03/14/2015,Cat,Torbie/White,10.0,Austin
edfa7b5398ba7e,05/14/2016,Cat,Black/White,8.0,Houston
7ec3ef35e80aba,11/07/2013,Cat,Brown Tabby/White,2.0,Austin
960cbb90c68776,02/10/2014,Dog,White/Tan,9.0,Fort Worth
85bd891f6db330,03/24/2017,Dog,Blue/White,48.0,Fort Worth
43d86b5143d619,04/25/2018,Dog,Black/White,10.0,Houston
aea4f5cdb79c3e,07/02/2011,Cat,Blue,8.0,Dallas
045494bc2753ac,08/08/2019,Cat,Brown Tabby/White,9.0,Austin
8330271244b0ab,08/27/2020,Cat,Brown Tabby,6.0,Austin
e842bb3ee9ced7,10/05/2011,Dog,Blue/Tan,36.0,Austin
573fbc5c568c84,12/16/2014,Dog,White/Brown,25.0,Fort Worth
859ef86094cea2,11/30/2007,Dog,Black,42.0,Houston
c04f0c015f9688,02/21/2020,Cat,Tortie,8.0,Fort Worth
1079a682d0fa31,09/01/2015,Cat,Brown Tabby,4.0,San Antonio
887b60515d55b1,07/12/2010,Dog,Blue/White,44.0,Houston
2216cd6aaa21bf,01/30/2019,Dog,Sable/White,34.0,San Antonio
244f481c9fb0e4,01/22/2007,Cat,Tortie,9.0,Fort Worth
35984f30d3dba9,07/25/2012,Dog,Black,5.0,Dallas
4c9d518d22be7b,06/02/2018,Dog,Brown/Tricolor,45.0,Austin
082f6d2206b2f0,02/13/2017,Cat,Black,3.0,Dallas
adb3fb375c188a,06/22/2018,Cat,Gray Tabby,10.0,Dallas
a4172345bf0283,01/15/2017,Dog,Black/Tan,29.0,Austin
8ac9bccea512b6,07/21/2013,Dog,Brown,21.0,Dallas
fa6bfc4ad25349,08/09/2019,Cat,Black/White,6.0,Fort Worth
d3f0315103d8a5,01/23/2013,Dog,Chocolate/Tan,20.0,Dallas
9bfd4cc0ecccf6,11/09/2017,Dog,Brown/Black,27.0,Houston
11a73a88e43332,04/20/2002,Dog,Yellow,24.0,Houston
bfa277813d3430,04/21/2015,Cat,Black,5.0,Fort Worth
4af8cfb45ad72b,04/08/2018,Dog,Black/White,44.0,Fort Worth
eb9ca21d244b3f,12/29/2011,Dog,White/Brown,7.0,Dallas
08c44b4a29f905,04/20/2015,Cat,Blue,3.0,Houston
a05a70b6a15725,04/08/2019,Cat,Orange Tabby,5.0,Fort Worth
25614cdac7f4d3,06/02/2015,Cat,Black,3.0,Houston
051fd742638cfc,04/26/2016,Cat,Black Tabby/White,9.0,Fort Worth
5208bd6c6b06ce,02/06/2011,Dog,Black/Tan,3.0,Fort Worth
999863740194d7,02/01/2017,Dog,White/Black,35.0,Austin
bcc8588fbf7572,08/14/2015,Dog,White,40.0,Dallas
d6dceea7e2aeea,06/12/2019,Dog,White/Tan,4.0,Austin
bed0858e716ff3,06/01/2014,Cat,Black,7.0,Dallas
4018fa7f6cb6ac,09/30/2016,Cat,Blue Tabby,7.0,Houston
913f26fbe07cd8,02/25/2011,Dog,Black/White,14.0,Houston
e777fde9598b07,10/04/2013,Dog,White/Tan,31.0,Houston
5ea4492e06d157,10/22/2017,Dog,Black/White,40.0,Dallas
28b6c703dbf48b,07/24/2016,Bird,Blue,0.68,Dallas
787334e940ebc9,03/25/2010,Cat,Black/White,6.0,Austin
60db33e0480087,06/19/2012,Cat,Orange Tabby,10.0,San Antonio
9fcb8ad7227b65,06/29/2015,Dog,Blue Merle/Tan,6.0,San Antonio
dedfa0a992553e,08/29/2009,Dog,Black/White,14.0,Austin
a8656197e7f92b,05/01/2005,Dog,Tan/White,9.0,Fort Worth
2e6e9cd211ea26,03/14/2014,Dog,Black/White,14.0,Houston
368f28781dfd77,11/20/2016,Dog,Black,33.0,Austin
43143c607b1044,10/05/2013,Dog,Brown/White,30.0,Fort Worth
864eabc83d5e1d,07/24/2016,Dog,Black,10.0,Fort Worth
95f18da35e30ac,10/21/2019,Cat,Orange Tabby/White,10.0,Fort Worth
2cbfb147189327,10/09/2013,Cat,Brown Tabby/White,5.0,Austin
b2dbffaf52e77b,05/13/2017,Cat,Blue/White,7.0,San Antonio
ded29e5b6b4d1b,11/27/2017,Dog,Gray/White,17.0,Fort Worth
6b986b284a700d,11/11/2004,Cat,Seal Point,5.0,San Antonio
c5c9cef472761b,02/24/2016,Dog,White/Black,11.0,Fort Worth
0c7641ca5a8edc,02/26/2019,Dog,Brown Brindle,25.0,Austin
82d7fde97318e2,07/15/2010,Cat,Brown Tabby,2.0,Austin
edd7b1bd6f9665,11/24/2009,Dog,White/Tan,4.0,Dallas
e15fd6ab7ef9d2,10/05/2016,Dog,Brown/Tricolor,42.0,San Antonio
8b0e54e33f0382,04/22/2016,Cat,Calico/Brown Tabby,7.0,San Antonio
bbf001e5353025,10/25/2017,Dog,Blue/White,32.0,Dallas
5ed88d6993c245,12/31/2006,Dog,Black/Tan,11.0,Austin
b631d4fcfc6e6f,03/06/2018,Cat,White/Black,3.0,Dallas
9fa3fdf7957eea,07/23/2017,Dog,Brown/White,9.0,San Antonio
772df945475e8b,05/21/2017,Cat,Brown Tabby/White,8.0,Austin
2e2275caa63492,11/18/2008,Dog,Tan,45.0,Houston
12df70219103a8,09/04/2013,Cat,Calico,6.0,Fort Worth
ee5a4a4cc0131e,04/03/2014,Dog,White/Red Merle,25.0,Houston
1c573e4786d9e5,02/07/2016,Dog,Brown Brindle/White,21.0,San Antonio
a553b5d3699ceb,01/19/2014,Dog,Sable,40.0,Dallas
c9c7e43280a1fa,10/18/2016,Cat,Black,3.0,Austin
9d5f1171596e14,01/23/2009,Dog,Red,43.0,Austin
05dfe87f1aafea,12/09/2014,Dog,Brown/White,39.0,Houston
4541c5a908e1a2,10/05/2018,Dog,White/Brown,20.0,Austin
39f63bb74cfc46,11/06/2016,Cat,Brown Tabby/White,10.0,Houston
84cf9123d05eec,05/03/2016,Dog,Tricolor,5.0,Houston
581995483724fc,06/22/2018,Cat,Orange Tabby,3.0,San Antonio
a5e031da6460d9,03/12/2017,Cat,Black,3.0,Austin
a7740272770499,04/08/2019,Cat,Orange Tabby,3.0,San Antonio
5c70199b0f4f59,10/24/2017,Dog,Tan/White,23.0,Houston
a5cea8e9df1d82,04/22/2017,Cat,Black,5.0,San Antonio
fa865cf8826402,02/08/2011,Dog,Black/Brown,39.0,Houston
57a93c5e3dbbac,05/07/2018,Cat,Calico/White,8.0,Austin
33822734f4256b,05/08/2014,Dog,Red/White,32.0,Dallas
26cb1817723ad5,08/13/2015,Dog,Tan/Brown,30.0,Austin
637a43ac18ad3a,07/02/2019,Dog,Black/White,7.0,Fort Worth
68607adcf15604,12/05/2012,Dog,Tan/White,48.0,Fort Worth
c65fb651565ea0,09/02/2011,Dog,White/Buff,39.0,Houston
c405740570a2a2,08/08/2012,Cat,Brown Tabby/White,2.0,Houston
8ea448a5cf01fa,11/08/2018,Cat,Blue Tabby,7.0,Dallas
021058af76fd12,01/18/2017,Cat,Black,2.0,Austin
8d8cb14f575a51,06/30/2010,Dog,Tan/White,9.0,Houston
dff491566e4fc8,03/23/2019,Cat,Blue,8.0,Houston
309d9f48eaf082,08/15/2018,Cat,Brown Tabby,8.0,Austin
02109f6e14b9cf,03/29/2019,Cat,Black,6.0,San Antonio
3214130319be26,03/28/2013,Dog,White/Brown,49.0,Austin
6d482a9a1ac7f9,04/06/2019,Cat,Black/White,4.0,San Antonio
9399bdc023db04,02/14/2012,Dog,Black/Gray,25.0,Houston
5995fd325f6ca4,10/22/2012,Cat,Brown Tabby,2.0,Austin
8967431f2780bc,04/27/2016,Dog,White/Brown,4.0,Dallas
08479b34f46b96,08/01/2017,Cat,Blue Tabby,3.0,Austin
07f1be720826a6,05/29/2016,Dog,White/Black,13.0,Fort Worth
e4527691ba0b6b,11/01/2018,Dog,Black/White,4.0,Dallas
6beade33cf571e,11/01/2018,Dog,Black,47.0,Austin
ae8e8e9e2e9413,03/29/2018,Cat,Cream Tabby,9.0,Dallas
a9b201c7737d45,03/11/2016,Dog,Brown/Black,47.0,Fort Worth
7c0f625e43d512,06/12/2019,Dog,White/Black,9.0,San Antonio
10192a57080ff5,04/11/2016,Cat,Blue Tabby,10.0,Austin
002c695223a556,04/08/2016,Cat,Blue Tabby,7.0,Houston
bdcc51f1a5fe12,05/29/2011,Dog,Black,27.0,Austin
35ea3642e75eb4,08/22/2016,Cat,White/Brown Tabby,10.0,Houston
5bf6e2ff1de190,08/24/2014,Dog,Tricolor,41.0,Dallas
f8a3e968509d2d,12/26/2014,Dog,White/Tan,36.0,Austin
9bb5e0020b5833,07/04/2010,Cat,Orange Tabby/White,6.0,Fort Worth
2f1d490766bf4f,06/17/2003,Dog,Tricolor/Brown,29.0,Fort Worth
103f08e0934654,09/15/2016,Dog,Cream,29.0,Dallas
a99c124ccb71f6,01/01/2010,Dog,Blue/White,25.0,Fort Worth
05e4fab11a61de,04/26/2019,Cat,Flame Point,7.0,San Antonio
d90caf9cb3af73,11/06/2014,Dog,Brown,10.0,Houston
6a85a1fb0aa092,03/27/2018,Dog,Brown Brindle/White,16.0,Dallas
7db6b439b75d8f,04/04/2019,Cat,Tortie,6.0,Houston
0603deef49d383,08/19/2018,Cat,Blue,4.0,San Antonio
2912d2c9739d17,06/30/2020,Dog,Brown/White,26.0,Austin
2c7b3e6f1cfd93,05/02/2016,Cat,Seal Point,10.0,Houston
81617bc4abdb75,08/02/2014,Cat,Brown Tabby,2.0,Houston
96f02999692161,11/17/2014,Cat,White/Blue,2.0,Fort Worth
69a05fc122d879,06/22/2019,Cat,Brown Tabby/White,4.0,Dallas
308f3518ffa303,11/22/2014,Dog,Black,24.0,Austin
3efb04d94144f6,04/03/2009,Cat,Orange Tabby,7.0,Austin
79694fb1f730bd,11/01/2012,Cat,Black/White,6.0,Fort Worth
2680239e1fe7fd,07/07/2011,Cat,Black/White,4.0,Dallas
059dd55c68b12f,10/31/2006,Cat,Black/White,3.0,San Antonio
d081ae1e62c208,03/24/2013,Dog,Chocolate,25.0,Austin
b94827b13fd749,02/08/2017,Dog,White/Black,36.0,Dallas
220beaef92d1fc,06/17/2014,Dog,White/Tan,42.0,Austin
c886c21b78eb74,01/03/2012,Dog,Gold,6.0,Dallas
e1779c9b86241f,05/19/2013,Dog,Tan/Black,30.0,Houston
03b4097a99c5c7,05/09/2012,Dog,Tricolor,49.0,Fort Worth
d25a57c4c2714c,08/08/2013,Cat,Blue Tabby/White,10.0,Dallas
67b02d2ab6fd26,10/06/2003,Cat,Calico,3.0,Fort Worth
7ba2122294475e,04/10/2019,Cat,Black,6.0,Austin
70b4134532d6b1,09/27/2012,Dog,Black/White,39.0,Austin
5d08a0eceec8fc,07/19/2015,Cat,White/Black,2.0,Dallas
9ec9de2b6023f7,11/06/2014,Dog,Black/White,8.0,Dallas
246577ff8f7018,11/23/2017,Dog,Black/Brown,34.0,San Antonio
cd31e241443303,06/09/2014,Cat,Black,7.0,Austin
c2f0c5b36e42de,02/22/2002,Dog,Brown Merle,39.0,Houston
6ba9483dc0f88c,10/26/2016,Dog,Black,47.0,Houston
