sponsorid,id,Birthdate,Outcome,OutcomeSubtype,AnimalType,Color,Weight,Location
1141d6e67546,66c919fc04743e,05/02/2018,Adoption,,Dog,Black/Brown,18.0,Austin
92aa8315df8d,fa8152a9de60ed,06/24/2015,Adoption,,Dog,Blue,12.0,Dallas
806cb040d653,e6ebf4ac86257a,12/17/2011,Adoption,,Dog,Blue,10.0,Austin
f11c5361e56a,f65b2559b8691f,09/06/2008,Return to Owner,,Cat,Torbie,9.0,San Antonio
f3245bf4b654,eff4497b0b1984,03/09/2009,Transfer,Partner,Dog,Blue/White,35.0,San Antonio
954359045403,3aeaf21dc994be,06/14/2015,Return to Owner,,Dog,Brown/Black,42.0,Austin
6598e36b5b44,8091d1a4cec307,03/13/2011,Return to Owner,,Dog,White/Brown,39.0,San Antonio
6a99632a79c9,c3974484b97681,04/14/2017,Adoption,,Dog,Brown Brindle,24.0,Houston
700f043bd4b1,e7b611f754ffeb,12/03/2018,Adoption,,Dog,Black/Tan,25.0,Austin
54b51704b07b,1cb8a34ee51dea,07/11/2020,Transfer,Partner,Dog,Brown/Tan,36.0,Austin
eda4e0e2831f,cb1f8f163e5795,05/19/2013,Adoption,,Dog,White/Black,29.0,Houston
2fbde53150a9,9d3868c4535df1,10/02/2013,Transfer,Partner,Cat,Tortie,4.0,Austin
13efc6cc0a37,0b4f4deb748046,06/16/2017,Adoption,,Dog,Brown/Tricolor,46.0,Dallas
70c2e0e76f49,ce618f31275704,08/25/2018,Transfer,Partner,Cat,White/Blue Tabby,3.0,San Antonio
61ef51efdc87,ea2a616d676ace,01/29/2015,Adoption,,Dog,Brown Brindle,17.0,Houston
0028cf2a01ae,bc2f8a168bb9fd,05/12/2010,Adoption,,Cat,Black,10.0,Austin
451479428d37,e95aed057391d8,11/11/2018,Euthanasia,Suffering,Cat,Brown Tabby/White,6.0,Austin
c55450e710a6,52be6e30782c88,02/27/2016,Adoption,,Dog,Black/White,35.0,San Antonio
89ffa13a7d43,e39b656079c5c1,08/14/2015,Transfer,Partner,Cat,Orange Tabby,6.0,San Antonio
405c753f0a5d,118bec6d55f8fe,10/18/2016,Adoption,Foster,Cat,Torbie,3.0,Austin
bc9ab1354fce,b53dd5afc3cccf,04/23/2017,Transfer,Partner,Cat,Black/White,7.0,Dallas
c990c990a236,b2891c162e0dc0,03/01/2016,Transfer,Snr,Cat,Silver Tabby,4.0,Austin
9072921813cd,5b52b6f25d56b4,09/05/2018,Adoption,,Cat,Blue Tabby,7.0,San Antonio
ca0711134c75,51c0798bacb9c7,03/08/2014,Adoption,,Dog,Blue/White,27.0,Austin
18b9a80dbf09,422bceec7e36f5,03/03/2016,Adoption,,Dog,Tan/Black,25.0,Dallas
95de4ecd6566,e10efb629ba85b,08/28/2016,Adoption,,Cat,Orange Tabby/White,2.0,Austin
0c86ce9583e2,d2fb91faf3e30c,10/08/2016,Adoption,,Dog,Brown/White,39.0,Austin
cd87ae50212d,c4e9afeb6a485b,04/19/2019,Adoption,Foster,Cat,White/Gray Tabby,7.0,San Antonio
416d8960f7f6,4392de4e80b11c,04/02/2017,Adoption,,Dog,Brown/White,15.0,Austin
88b876354a72,73667d5df0d4a4,05/01/2019,Adoption,,Dog,White/Red Tick,32.0,Fort Worth
675863718768,dbe7a85ef70cad,11/16/2015,Adoption,Foster,Cat,Seal Point/White,2.0,Austin
e75580541d15,5812e6b1c986fb,04/03/2015,Transfer,Partner,Cat,Tortie,2.0,Houston
f9c84b33b28f,16ea05ea17a438,04/24/2011,Return to Owner,,Dog,Black/White,29.0,Houston
73c838bb2220,d59bc013fbe319,04/26/2017,Adoption,Foster,Cat,Brown Tabby,5.0,Austin
ee6201a0c6cf,d9086663f74cca,01/27/2012,Adoption,,Cat,White/Cream Tabby,10.0,Dallas
ce7ae070f26d,a22ca89ddee97e,09/10/2012,Adoption,,Dog,Tricolor,29.0,Houston
eb6546a09c1f,56c44a10342b51,02/15/2012,Adoption,,Cat,Tortie,2.0,Dallas
f44bd35d7feb,3cd57488b56158,01/01/2014,Died,In Kennel,Dog,Black/Tan,43.0,Houston
8aeb9a295a04,41d46648533d8d,11/25/2002,Return to Owner,,Dog,White/Tan,29.0,Austin
d76c2f21444b,525e207517ef27,07/21/2012,Return to Owner,,Dog,White/Brown,27.0,Dallas
f96ba38b0524,a82b857f3ef490,11/08/2009,Return to Owner,,Dog,Black/White,42.0,Houston
1053e6a918bf,91b48f6716df41,02/18/2014,Adoption,,Dog,Chocolate/Tan,42.0,Austin
24febd8ac04d,c05137e356251f,03/26/2018,Adoption,,Cat,Black,5.0,Houston
249b44db7585,655e71c4fa979e,07/15/2004,Euthanasia,Suffering,Cat,White,8.0,Austin
36badf32d932,40f9b976fd1936,11/20/2013,Adoption,,Dog,Black/White,32.0,San Antonio
24158e0584d4,73106f0b219b35,12/15/2011,Adoption,,Dog,Black/White,8.0,Dallas
df3345415a69,fd542b5c2ebd04,08/05/2013,Adoption,,Cat,Blue Tabby/White,7.0,San Antonio
5a58bf674369,a89d64535ac2cc,10/11/2013,Return to Owner,,Dog,White/White,19.0,Dallas
ebe480438f57,d2413fa64dcbad,04/24/2016,Adoption,Foster,Cat,Brown Tabby,7.0,Austin
767662819329,f065c6ce220301,09/27/2019,Adoption,,Cat,Brown Tabby/White,9.0,Houston
094ea2b0fcd4,f8f1476538cd94,04/06/2017,Transfer,Partner,Dog,Brown/White,30.0,Dallas
68381cb69e81,70430cc0d2d902,05/22/2012,Adoption,,Dog,Blue/White,28.0,Dallas
e8524d9901b2,95e42d931911c1,07/03/2014,Transfer,SCRP,Cat,Orange,10.0,Dallas
bb87fda636c6,bb27a9f809f5f7,05/21/2014,Adoption,,Dog,Red,16.0,San Antonio
bd85fe2a1d50,34b024bc215774,11/11/2013,Transfer,Partner,Cat,Tortie/White,10.0,San Antonio
1c0d60094814,4c0fc8e58a3c38,01/19/2017,Adoption,,Cat,Seal Point,4.0,Fort Worth
320e8bffc2ab,c775a32cd1e6ef,10/12/2017,Return to Owner,,Dog,Yellow,49.0,Dallas
ca3cb26d5c11,d7f46db2e904ad,04/16/2016,Adoption,,Dog,Black/White,44.0,Houston
755c73d849cb,5f57c5e706844f,12/09/2013,Transfer,SCRP,Cat,Black/White,4.0,Houston
c9a300ffaa42,956c11c61247c5,04/23/2017,Return to Owner,,Dog,White/Liver,22.0,Houston
2a3753c58468,6157bd9574264e,09/07/2015,Adoption,,Dog,Tan/White,41.0,Austin
19316e104176,47ce8614cd066f,07/28/2018,Adoption,,Dog,Tan,24.0,Austin
7c595c0e62ae,03a462ad074b07,01/30/2014,Adoption,,Dog,Brown/White,49.0,Dallas
d390ef95f454,ed32f864fd5baa,02/17/2015,Adoption,,Dog,Black,17.0,Dallas
49d2a3788275,624f438c3c7035,06/22/2018,Adoption,,Cat,Brown Tabby/White,7.0,Austin
ca230f276646,71e38885411b86,02/02/2014,Adoption,,Dog,Blue/White,44.0,Fort Worth
9a4f9cc1b7d7,899848683189a2,02/14/2015,Disposal,,Bird,White,0.46,Austin
2ab608d11183,df435928a80362,06/02/2015,Transfer,Partner,Cat,Blue/White,9.0,Dallas
100977c358e0,ba8844d6a05a2b,02/27/2018,Return to Owner,,Dog,White/Black,32.0,San Antonio
3f2f32fc20c8,3e2e40b7155d88,01/24/2013,Transfer,Partner,Dog,Tan,44.0,Dallas
656cb6038031,cbd82777cd221d,10/05/2017,Euthanasia,Suffering,Cat,Orange Tabby/White,3.0,Austin
ac61485f67ac,c10516b13d1f75,08/29/2006,Return to Owner,,Dog,Red/White,35.0,Houston
7cdc0420869f,a811211bd8c823,12/21/2012,Euthanasia,Suffering,Dog,Tricolor,10.0,Houston
92433014f044,ace5761a8216c8,07/12/2014,Adoption,,Dog,White/Black,9.0,Dallas
d8c70983b85c,659dba042cdae7,02/14/2016,Transfer,Partner,Dog,White/Red,42.0,San Antonio
a6aa2afcf497,0d10ad6df0b346,05/31/2017,Transfer,Partner,Dog,Tricolor,7.0,San Antonio
e9a4bc19f79b,d2cfa591043d6a,08/14/2018,Adoption,,Cat,Black Smoke,6.0,San Antonio
2aba8475c298,f6b1f2ce677111,03/19/2018,Transfer,Snr,Cat,Calico,4.0,Houston
fefbdda56e92,9f07901c634748,11/30/2019,Transfer,Partner,Dog,Brown Brindle,47.0,Fort Worth
5903b64d5f45,cfd4db185de9de,06/30/2016,Adoption,,Dog,Tan,6.0,Austin
87e1c003524d,0ff94bdcf69e81,02/07/2003,Return to Owner,,Dog,Chocolate/White,30.0,Austin
d1dd020e2047,64665792a75712,11/18/2017,Return to Owner,,Dog,White,23.0,Austin
9f06ba30814c,4e2cb8aff937a0,05/16/2009,Return to Owner,,Dog,Buff/White,35.0,Austin
8d5f82276280,48408e133d6e20,09/07/2013,Transfer,Partner,Dog,Black,23.0,Fort Worth
6c5a6c89fd6c,2a833aecd50e31,12/08/2012,Adoption,,Dog,Red/Black,47.0,San Antonio
b2fa9c20f204,8d17170a56435f,02/03/2013,Return to Owner,,Dog,White,25.0,Austin
424048163aaf,17383041e968a8,05/08/2016,Transfer,Partner,Cat,Torbie,8.0,Austin
88c75c7c4678,fe5df51abb0381,04/14/2016,Return to Owner,,Dog,Fawn,45.0,Dallas
32e349190624,62a381e3ba345b,11/29/2017,Return to Owner,,Cat,Orange Tabby,3.0,Austin
06044f412a60,bd5db073f28f54,12/31/2012,Adoption,,Dog,Chocolate/White,8.0,Austin
9336140982,f7b4df5d164fbd,05/06/2016,Adoption,,Dog,Red/White,17.0,Houston
0f9097671f40,132775a75ed822,07/24/2016,Disposal,,Cat,Brown Tabby/White,10.0,Houston
de451e039ae2,aa54da261b49d1,05/03/2017,Adoption,,Cat,Orange Tabby/White,2.0,Austin
173ff5aac94c,22837ed1033a65,05/14/2014,Transfer,Partner,Cat,Black/White,2.0,Dallas
3ad82a236ffd,5b4c17c82b7859,11/29/2015,Adoption,,Dog,White,8.0,San Antonio
b0ae7cbce220,875b264f5de912,09/26/2015,Adoption,,Dog,Black/White,12.0,Dallas
0a0714fc4e77,f046414ff462ab,08/02/2013,Adoption,,Dog,Tan/White,35.0,San Antonio
6b099191af4c,83b36b7db6bdd8,04/03/2019,Adoption,,Cat,Cream Tabby/White,8.0,Austin
da4132ceffef,d516e3bac96686,07/02/2013,Adoption,,Dog,Red/White,33.0,Houston
3536f4aad80e,9af5332fd511af,11/26/2016,Transfer,Partner,Dog,Red/Black,27.0,Houston
3e44e6062c13,b98545f7e485ae,05/26/2019,Adoption,,Cat,Blue,7.0,Dallas
a12f357901a1,fe15ba9fea4281,07/18/2014,Transfer,Partner,Cat,Calico,5.0,Dallas
df87127da2cf,8555e80aaea6f6,02/12/2009,Transfer,Partner,Dog,Black/Tan,30.0,Fort Worth
abb88ea39687,f3a124de097a60,08/24/2016,Transfer,Partner,Cat,Seal Point,9.0,Dallas
0fc58d4ba878,efbed86c2fb149,09/14/2015,Return to Owner,,Dog,Brown/Black,35.0,Austin
652ad1fa76f7,bcb2f70c15e466,12/19/2010,Return to Owner,,Dog,Apricot,19.0,Austin
9bf493a6e0f7,a5aef2056a9a83,07/07/2017,Adoption,Foster,Cat,Lynx Point,5.0,Austin
a2f9764a6dba,e5fd2368b03138,05/05/2019,Euthanasia,Suffering,Cat,Black,4.0,Fort Worth
83896705628c,9b572766cf44fa,04/11/2017,Adoption,Foster,Cat,Black,3.0,Dallas
116940ad24f5,2cc13e8d550a2b,05/28/2014,Adoption,,Dog,White/Brown,16.0,Fort Worth
65bab3fad9ff,1984750bb3637d,10/05/2018,Return to Owner,,Cat,Calico,9.0,Austin
f0e929e14426,a70832b7dba92b,08/30/2012,Adoption,,Dog,Tricolor,6.0,Austin
48bc8b909cf4,0853bbbf309107,09/10/2013,Adoption,,Dog,Black/Fawn,19.0,Dallas
3ec07442635a,f9e1d0ececae0c,04/29/2011,Return to Owner,,Dog,Cream,4.0,Houston
9d0bc291adec,1e3e1516ce1dd0,05/05/2010,Return to Owner,,Dog,White/Brown,29.0,Houston
32bf1390d04b,f4e8f0fa515627,08/18/2008,Return to Owner,,Cat,Brown Tabby/White,5.0,San Antonio
2bf6b310ff22,9d03a7e9c7c725,02/14/2010,Return to Owner,,Dog,Brown,39.0,Austin
064d08aaf4e5,90dcdb2f7b0a8b,04/12/2019,Transfer,Partner,Dog,Brown/Tan,42.0,Fort Worth
65725f1047bb,97d7096f635636,01/11/2012,Return to Owner,,Dog,Brown,45.0,Dallas
a30d1ecc7b0a,8ecf796085dea5,08/10/2013,Adoption,,Dog,Tan/White,18.0,Dallas
56cb477f2d31,00fa346ac3709b,11/17/2015,Adoption,,Cat,Black,10.0,Austin
0305325e519a,58e24d4e8b6f2c,02/01/2018,Adoption,,Dog,Tan/White,41.0,Austin
17a78371b631,2f4397f5092eec,11/24/2013,Return to Owner,,Dog,Brown Brindle/White,44.0,Houston
01e11328c67f,7003685f0b0dd4,05/28/2015,Transfer,Partner,Cat,Black,5.0,Dallas
7775b8ca345d,420b444418b2d7,06/11/2020,Adoption,,Cat,Black/White,10.0,Austin
eda31706df2f,6ba1fb6ceec7f8,04/29/2017,Transfer,Partner,Cat,Black/White,8.0,Houston
33f10e69a9d6,9502d6ff71607a,08/23/2013,Transfer,Partner,Cat,Calico,10.0,San Antonio
93940a5b078a,04b485f90f9518,06/03/2019,Relocate,,Bird,Blue/White,1.87,Fort Worth
02cbf6d8abfb,fd94c261739b0e,12/15/2012,Transfer,Partner,Dog,White,5.0,Austin
8965a62e11b7,89b55487156f24,08/08/2013,Transfer,Partner,Cat,Calico,4.0,Dallas
96a05ef2baa2,adbe27d7a912e6,12/30/2012,Return to Owner,,Dog,Tan/White,8.0,San Antonio
343278db441c,9393a33d1e8472,08/14/2012,Transfer,SCRP,Cat,Black/White,10.0,San Antonio
2914e430497f,08618ee4c95dc0,08/24/2015,Euthanasia,Suffering,Cat,Orange Tabby/White,5.0,San Antonio
da6e25402b21,ed8775ae21d4df,12/08/2017,Adoption,Foster,Dog,Blue/White,18.0,Austin
fd98bd1b0452,061fcebacd1c5d,07/04/2015,Transfer,Partner,Cat,Brown Tabby/White,9.0,Austin
80dc7ae54787,25403ed5809aa2,07/08/2020,Adoption,Foster,Cat,Brown Tabby/White,8.0,Houston
cd5d03b1fe1a,d730e4135d6b75,04/22/2012,Return to Owner,,Dog,Brown,21.0,San Antonio
b926d404963b,8cd4aa56de6a53,07/23/2015,Transfer,Partner,Dog,White/Brown,49.0,Houston
ba4cc9834a0e,17e920cd9237cf,01/25/2018,Adoption,,Dog,Black/Brown,13.0,Fort Worth
501bc55cc1ee,6455efa27b750f,09/05/2012,Adoption,Foster,Dog,Brown/Black,37.0,Houston
c3b4ee44a3b9,6f47cacf4a180d,05/20/2017,Return to Owner,,Dog,Black/White,20.0,Austin
9ba2669540b4,91d674ace09805,12/17/2015,Adoption,,Dog,Black/Brown,40.0,Austin
40e4e4157ba9,28ce400160c182,04/25/2016,Adoption,,Cat,Blue,6.0,San Antonio
06c4c2c1f90a,709714aa8f8824,04/23/2014,Adoption,Foster,Cat,White/Brown Tabby,4.0,Houston
2dcabb590a85,5336a10e1c245a,04/24/2017,Transfer,Partner,Cat,Orange Tabby,3.0,Houston
59db34b6d0ca,691b28c2f87fbf,07/13/2019,Transfer,Snr,Cat,Black,4.0,Houston
d9450cbfc978,40b0127fdd685b,12/11/2017,Transfer,Snr,Cat,Blue Tabby/Cream,5.0,Fort Worth
474f75cc41b7,679c338dd32253,02/18/2013,Transfer,SCRP,Cat,Black/White,3.0,Dallas
e26902b12da7,6b955bdef4ea81,10/07/2014,Transfer,Partner,Cat,Black,2.0,Austin
cea0c71cfa7d,c07878534e29b0,03/26/2019,Adoption,,Dog,Black/White,40.0,San Antonio
0a1f1e2e5f91,f08f0f2e1316c9,08/18/2016,Return to Owner,,Dog,White/Black,44.0,Dallas
9309a42323c4,95614c7ff5c758,01/31/2019,Adoption,Foster,Dog,Tan/Black,21.0,San Antonio
06afc051e98b,b7decc943aac57,11/12/2015,Transfer,Partner,Dog,Tan/White,32.0,Houston
ec0062be8f1c,794ea6ff0f0513,05/16/2014,Adoption,,Cat,White/Black,10.0,Houston
1259c0079537,5084b65c052f77,02/23/2015,Adoption,,Dog,Tan/White,8.0,Fort Worth
3eaee7ee7193,9807bdc95010af,04/19/2018,Transfer,Partner,Cat,Blue,3.0,San Antonio
5219e4af4947,0cff552a1c70ab,10/05/2015,Return to Owner,,Dog,Black,14.0,Houston
49e162cfe87e,969703ac56bd71,04/10/2017,Adoption,,Cat,Brown Tabby,4.0,Fort Worth
0ff15caa4d80,6d30434a67798a,12/24/2018,Transfer,Partner,Dog,Black/White,35.0,Fort Worth
60ee9d1d2a0c,7216d4c8813e93,08/01/2018,Adoption,,Cat,Tortie,4.0,Dallas
74169d871430,bca758ac970a15,08/20/2017,Adoption,,Dog,White/Black,42.0,Austin
31cc8bb09ff2,fa365c12ca778b,10/31/2018,Adoption,Foster,Cat,White/Black,5.0,San Antonio
5849abae9bb3,2cd6726b23a1a4,03/11/2019,Adoption,,Cat,Brown Tabby,9.0,Dallas
0ba476d58622,48d7ff8e5b6364,06/12/2017,Transfer,Partner,Cat,Tortie,3.0,Austin
e84cae974949,8a49105ca0f023,07/16/2016,Transfer,Partner,Dog,Tan/White,16.0,Houston
9be38b756525,f6a95f8ccef828,03/11/2016,Adoption,,Dog,White/Black,29.0,San Antonio
53ed1de62f2f,0593c02e5c553e,05/14/2019,Adoption,Foster,Cat,Orange Tabby,5.0,Houston
836dbdc4c909,d388acea1433ed,12/19/2015,Adoption,,Dog,Tan,44.0,Dallas
b6576a3b8c0b,cf7f0659f91ceb,12/14/2013,Adoption,,Dog,Brown/White,3.0,Austin
fefe328f0b68,d1e85b47535898,04/06/2017,Return to Owner,,Cat,Brown Tabby,3.0,San Antonio
624de82d673b,f550d0eb043077,06/07/2014,Adoption,,Cat,Orange Tabby,8.0,San Antonio
98e03f77d8a8,eec0c4571f65d8,05/23/2010,Transfer,Partner,Cat,Calico,7.0,San Antonio
f48c27a4f151,9b35038654d4fd,03/24/2003,Adoption,,Cat,Calico,7.0,Houston
8d8e00a1c703,5c2c7b62bcbd2d,03/28/2014,Adoption,Foster,Cat,Black,7.0,Dallas
4422e6da4f50,011274ae1d13c3,05/19/2011,Adoption,,Cat,Black/White,3.0,Fort Worth
bd97a3d67d36,a6a195adc4d17d,03/28/2016,Return to Owner,,Dog,Tan/White,3.0,San Antonio
757391ffa469,92da0f1c93cdf0,02/08/2007,Return to Owner,,Dog,White/Brown Brindle,33.0,Fort Worth
fc53b8d22f0a,7144c3a05a9f1f,10/16/2011,Return to Owner,,Dog,Blue/White,25.0,Dallas
0760374b1f01,d7062f851d9101,09/21/2019,Adoption,,Cat,Tortie,9.0,Austin
c262f7154030,3fdc397587ec2e,06/25/2018,Return to Owner,,Dog,Silver,31.0,Austin
e639ebf093b9,9d579eabc21e78,08/23/2012,Return to Owner,,Dog,Brown Brindle/White,32.0,Houston
27a43f64d5e1,ac62505a8c773a,04/18/2019,Transfer,Partner,Cat,Tortie,2.0,Houston
e59748aba80c,7c91f12ce6912a,09/14/2015,Adoption,,Cat,Blue Tabby,6.0,Austin
9462c273e5e2,fd3e5d3d161881,05/05/2016,Return to Owner,,Dog,Black/White,25.0,Austin
9cf8f6df64dd,738b1eb9335b3b,08/14/2017,Transfer,Partner,Cat,Black,2.0,Houston
5bfbd4e322e5,270fdefb81ce39,07/27/2017,Transfer,Partner,Cat,Black/White,10.0,Dallas
992e357a537d,233c8a7a8e4d13,04/28/2020,Adoption,Foster,Cat,Silver Tabby,5.0,Austin
4833c12799d6,7425093ee0d2cb,05/14/2001,Return to Owner,,Dog,White/Black,27.0,Austin
da648e41230a,2c250531d7d098,07/15/2012,Transfer,SCRP,Cat,Brown Tabby,3.0,Houston
a11ab6bf7ea7,3deedb0e02b755,08/08/2008,Euthanasia,Aggressive,Dog,Black/White,20.0,Fort Worth
a19f9191f56e,bd2c21fda89b24,12/18/2006,Adoption,Foster,Dog,Brown Brindle/White,18.0,Fort Worth
cea2f9bfefe2,0612b9df2869df,04/11/2019,Transfer,Partner,Cat,Seal Point/White,7.0,Houston
e9aae2f8fd97,54d19d0f5b87b6,01/14/2018,Adoption,,Dog,Black/White,31.0,Fort Worth
dd29792c49c3,ef4f75f4bfa4f3,03/03/2017,Return to Owner,,Dog,Brown/Tan,23.0,Austin
701a4ce95dca,e134c4c21fb194,09/16/2005,Euthanasia,Suffering,Dog,Chocolate/White,12.0,Houston
255d3e603b70,9171bf2b66f43d,12/07/2016,Adoption,,Dog,Tan,13.0,San Antonio
030883ee490c,0b017a6f7003e3,08/20/2019,Adoption,,Cat,Cream Tabby,3.0,San Antonio
b42b8e163daa,7e34cfa14e971b,02/10/2014,Adoption,Foster,Dog,Black,47.0,Houston
2e736a910253,aecc25db1d92dd,03/13/2020,Adoption,,Cat,Black/White,6.0,Houston
4ee659f6b160,0c9df13bb00138,06/11/2012,Transfer,Partner,Dog,Black/White,48.0,San Antonio
91a769da6f9e,35e532a5f03a6d,02/14/2016,Transfer,Partner,Dog,Brown,19.0,San Antonio
53e6ef9cfdb7,b08d7d6476080a,12/26/2017,Adoption,Foster,Dog,Yellow,43.0,Houston
b47335aa6b0e,7b8dc56bf2d745,04/20/2015,Adoption,,Dog,Black,13.0,Dallas
08ba29a1ddb8,29c3c2150c138d,04/07/2012,Adoption,,Dog,Blue/White,24.0,Fort Worth
77a2a38220d0,1f0f37359e62de,05/03/2013,Return to Owner,,Dog,Blue/White,8.0,Houston
998b0c0f362f,ae23befb3a7b7a,06/13/2010,Adoption,,Dog,Tricolor,4.0,Austin
64d308f775ee,c3f4c4b30df4ea,07/15/2015,Transfer,Partner,Cat,Orange Tabby,5.0,Houston
d45f4a249271,aec41e2289e2ef,01/08/2007,Adoption,,Dog,Tan/White,13.0,Austin
3f8ef16241d9,f9b389ab075972,02/11/2004,Adoption,,Cat,Cream Tabby,5.0,Austin
912ea126a89d,19f41031e70402,03/10/2016,Adoption,,Cat,Black,2.0,San Antonio
f9bf3b2d63f5,9fcb1e83007847,06/17/2019,Adoption,Foster,Cat,Brown Tabby,3.0,Fort Worth
099fd636d5a4,54a10912756bd6,04/01/2016,Adoption,,Dog,Tan/White,38.0,Austin
71f9cec5c339,d02729ecca1434,09/14/2017,Adoption,,Dog,Red/White,25.0,Dallas
a08590b318ed,2e9c0fffa29dc6,10/10/2015,Died,In Kennel,Cat,Black/White,10.0,Austin
92c44ea0248e,34201cc850c768,01/29/2017,Adoption,,Dog,Black/White,37.0,Austin
567261d0ff5e,235e26c2a44f95,12/24/2018,Return to Owner,,Dog,Sable/Black,47.0,Fort Worth
e757bf96acf4,8c4bac74c8ac1a,03/15/2012,Return to Owner,,Dog,Brown Brindle,17.0,San Antonio
4ab7bb4684ff,fd68e226582746,10/11/2018,Adoption,,Cat,Tortie,2.0,San Antonio
6d5f15f85d1f,9df2876aacc613,08/09/2013,Transfer,Partner,Cat,White/Black,3.0,Fort Worth
9a802a2be4ab,f3fa6a78e1e2cd,04/12/2014,Adoption,,Cat,Brown Tabby,2.0,San Antonio
e6fa7662c4b1,37f6aa72b92d2a,09/05/2016,Adoption,Foster,Cat,Brown Tabby,6.0,Fort Worth
38d44436f3d5,f8f3afafb06e9a,04/12/2008,Return to Owner,,Dog,White,45.0,Houston
2b90ad50fcf6,1282423236453c,09/18/2015,Adoption,,Dog,White/Tan,40.0,Houston
78beb95d4aa9,878e024549a6f1,03/02/2018,Transfer,Snr,Cat,Black,5.0,Houston
b4dd4d6543bc,18b3898a432bb3,05/30/2018,Transfer,Partner,Cat,Black/White,9.0,Austin
d66284e90e2d,7c1abb69d32e1c,08/05/2015,Adoption,,Dog,Tan/White,7.0,Austin
26d81d1eacf3,828bfb395e2d4e,09/01/2015,Transfer,Partner,Dog,Black,47.0,Fort Worth
a2c7659cdb66,ab97893fc43372,05/19/2016,Return to Owner,,Dog,Tan/White,29.0,Houston
9f6dbabc4a1e,34d44fb974cab7,07/04/2013,Return to Owner,,Dog,Brown/White,9.0,Dallas
670263f3fa98,c73339b865b144,01/17/2014,Return to Owner,,Dog,Brown Brindle/White,37.0,Fort Worth
7de5f999c57b,54d194b11154c2,11/15/2019,Adoption,,Dog,White,17.0,Dallas
c1818b2e37dc,fa90b8f2040b39,06/26/2019,Transfer,Partner,Dog,Fawn/Black,27.0,San Antonio
df971e8f91cd,09126b50a05fb9,05/11/2015,Transfer,Partner,Cat,Cream Tabby/White,7.0,San Antonio
2b633bcd7881,2b88060ca2cacf,09/04/2017,Adoption,,Dog,Brown/Tricolor,19.0,Houston
f67af0aa7c3e,3f40463d30f93e,09/08/2005,Transfer,Partner,Dog,Black,32.0,Fort Worth
64587ff041b4,f12763201aaada,03/16/2015,Adoption,,Dog,Black/Tan,13.0,Austin
2057bad3e3f4,149a14094c749f,07/24/2017,Adoption,,Dog,Black/Tricolor,12.0,Austin
dfc10de7376e,f47c1b860c3982,02/15/2019,Adoption,Foster,Dog,Tricolor/Black,40.0,Fort Worth
8dc96b8ac976,e9d8269a0f48bf,04/17/2014,Transfer,Partner,Cat,Brown Tabby,2.0,Houston
c4e77da7055b,5aad282a3be26d,12/12/2007,Transfer,Partner,Dog,Brown/White,47.0,Houston
e28ffbd550dc,2ca3bf0b549b8c,01/18/2013,Adoption,,Cat,Flame Point,3.0,Austin
66fef6fbbee9,ea47afc6392356,03/20/2015,Transfer,Partner,Cat,Orange Tabby,3.0,Fort Worth
85ee8f1b0f78,3c21071225eabf,09/01/2009,Euthanasia,Aggressive,Dog,Tan/White,41.0,Austin
801144859b72,4cb977d19ee00e,02/20/2017,Return to Owner,,Dog,Brown/Tan,40.0,Houston
ad9b77e1e1dd,af31fe86d948f3,10/07/2017,Adoption,,Dog,Black/White,31.0,Austin
e6004c7c3cd0,6daae3f02bc776,05/19/2018,Adoption,,Dog,Red,32.0,Dallas
1f87ffee5777,8e692eb0778a8d,05/02/2014,Adoption,,Dog,Black/Brown,34.0,Austin
bd4bcdb732f8,b589bd71a8a516,08/28/2016,Return to Owner,,Dog,Black/White,9.0,Houston
057b5550549c,169cd0bfbc1850,10/06/2018,Return to Owner,,Cat,Black,5.0,San Antonio
812e61ceb7a2,97f4394a5eed0a,03/02/2011,Return to Owner,,Dog,Brown/Black,26.0,Austin
6100c9536207,831324af6d42ea,06/01/2018,Adoption,Foster,Dog,Brown Brindle/White,11.0,Dallas
6f5110da8903,216b9b6181e13e,08/07/2015,Adoption,,Dog,Tan/White,36.0,Austin
ba10f559a88c,5fce8ca7e69982,05/25/2016,Adoption,,Dog,Black/White,42.0,Austin
3dde6ac6a12b,daaf847dbb3f7d,05/11/2018,Transfer,Partner,Cat,Orange Tabby,9.0,Dallas
84ff10199960,de692399be0052,05/24/2013,Adoption,,Dog,Tan,16.0,Fort Worth
c3c804b49be7,d38eff0a9737ac,12/31/2017,Transfer,Partner,Cat,Orange Tabby,10.0,San Antonio
b6fe65a644b8,91b7da6d3f4fd5,04/07/2017,Transfer,Snr,Cat,Orange Tabby,8.0,Houston
05e5a659b962,efdd9a51975dda,07/03/2016,Adoption,Foster,Dog,Brown/White,49.0,Austin
b7490a2c9e90,f3071f71909750,01/06/2008,Transfer,Partner,Dog,Red/White,23.0,Austin
1b94a41fcedf,3e957af7193980,10/04/2013,Transfer,Partner,Dog,Tricolor,41.0,Austin
2278c7635a6b,33cfbc6ab47b39,03/25/2016,Adoption,,Dog,Brown Brindle,36.0,Dallas
0b9c004cba83,61fc14d3d37587,12/01/2010,Return to Owner,,Cat,Lynx Point,3.0,Fort Worth
c6905411083b,fd28b733084970,06/03/2020,Adoption,Foster,Dog,Black/Tan,8.0,Dallas
